"effect","group","term","estimate","std.error","statistic","matching","outcome","n_treated","n_comparison","data","p.value","category","indicator","exposure","step"
"fixed",NA,"int_invol_sum_NCLE_5",0.166974805684193,0.0700794972219327,2.38264845358987,TRUE,"DY_forest_share",10,9,"Long-term",NA,"Count (sum)"," NCLE","Involved",5
NA,NA,"int_invol_sum_RFAC_1",0.336196419578951,0.180197538179421,1.86571039191558,TRUE,"DY_forest_share",11,9,"Long-term",0.0784653000533472,"Count (sum)"," RFAC","Involved",1
"fixed",NA,"int_invol_sum_TC_1",0.00263192085096551,0.0169004734571904,0.155730598768861,TRUE,"DY_forest_share",109,62,"Long-term",NA,"Count (sum)"," TC","Involved",1
"fixed",NA,"int_invol_sum_OI_1",-0.0524125980215773,0.0414238432202427,-1.26527608128752,TRUE,"DY_forest_share",129,76,"Long-term",NA,"Count (sum)"," OI","Involved",1
"fixed",NA,"int_invol_sum_OI_2",0.107657016303321,0.0688129546020474,1.56448763064909,TRUE,"DY_forest_share",41,30,"Long-term",NA,"Count (sum)"," OI","Involved",2
"fixed",NA,"int_chnge_sum_CLE_1",0.116791067744097,0.0495207472441932,2.35842700773849,TRUE,"DY_forest_share",23,22,"Long-term",NA,"Count (sum)"," CLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_CLE_2",0.587821883079156,0.143228374916789,4.10408819775175,FALSE,"DY_forest_share",6,475,"Long-term",NA,"Count (sum)"," CLE","Changed behavior",2
"fixed",NA,"int_chnge_sum_EE_1",0.0876737317404072,0.0570048919719508,1.53800364683696,TRUE,"DY_forest_share",36,32,"Long-term",NA,"Count (sum)"," EE","Changed behavior",1
"fixed",NA,"int_chnge_sum_FE_1",0.107840933494675,0.101980935972609,1.05746169581774,TRUE,"DY_forest_share",21,17,"Long-term",NA,"Count (sum)"," FE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_1",0.0115699722059149,0.0519455097929912,0.222732864727337,TRUE,"DY_forest_share",54,46,"Long-term",NA,"Count (sum)"," NCLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_2",0.00476756054753328,0.0899557840481725,0.0529989327309981,TRUE,"DY_forest_share",6,6,"Long-term",NA,"Count (sum)"," NCLE","Changed behavior",2
NA,NA,"int_chnge_sum_RFAC_1",-0.0816560890090301,0.382085304249097,-0.213711671453857,TRUE,"DY_forest_share",2,2,"Long-term",0.850579505781076,"Count (sum)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_sum_TC_1",0.0176088605227111,0.0278073460636676,0.633244916015858,TRUE,"DY_forest_share",12,10,"Long-term",NA,"Count (sum)"," TC","Changed behavior",1
"fixed",NA,"int_chnge_sum_OI_1",0.0511869279592065,0.0618071351577436,0.828171825608285,TRUE,"DY_forest_share",46,33,"Long-term",NA,"Count (sum)"," OI","Changed behavior",1
"fixed",NA,"int_cat_tot_avail_1",0.00513141003005281,0.0318635025462496,0.161043501812289,TRUE,"DY_forest_share",337,144,"Long-term",NA,"Count (sum)","Total","Available",1
"fixed",NA,"int_cat_tot_avail_2",-0.144342320182037,0.0595192316664233,-2.42513749154234,TRUE,"DY_forest_share",196,53,"Long-term",NA,"Count (sum)","Total","Available",2
"fixed",NA,"int_cat_tot_avail_3",-0.0975728911280633,0.0418905813315099,-2.32923220510834,TRUE,"DY_forest_share",67,38,"Long-term",NA,"Count (sum)","Total","Available",3
"fixed",NA,"int_cat_tot_avail_4",0.00887094052601377,0.0309657030092473,0.286476316180021,TRUE,"DY_forest_share",167,87,"Long-term",NA,"Count (sum)","Total","Available",4
"fixed",NA,"int_cat_tot_avail_5",0.10931717827871,0.0924077704328511,1.18298686102535,TRUE,"DY_forest_share",41,29,"Long-term",NA,"Count (sum)","Total","Available",5
"fixed",NA,"int_cat_tot_avail_6",0.0750260504678953,0.0474441289161183,1.58135584279653,TRUE,"DY_forest_share",76,54,"Long-term",NA,"Count (sum)","Total","Available",6
"fixed",NA,"int_cat_tot_avail_7",0.0124807223794967,0.0346067673300147,0.36064398215756,TRUE,"DY_forest_share",70,41,"Long-term",NA,"Count (sum)","Total","Available",7
"fixed",NA,"int_cat_pos_avail_1",-0.0282776058784198,0.037960719625301,-0.744917539960772,TRUE,"DY_forest_share",134,73,"Long-term",NA,"Count (sum)","Positive","Available",1
"fixed",NA,"int_cat_pos_avail_2",-0.00638150718411185,0.0547691912800636,-0.116516366865449,TRUE,"DY_forest_share",79,56,"Long-term",NA,"Count (sum)","Positive","Available",2
"fixed",NA,"int_cat_pos_avail_3",0.0527948576992433,0.0357943529181317,1.4749493536032,TRUE,"DY_forest_share",125,72,"Long-term",NA,"Count (sum)","Positive","Available",3
"fixed",NA,"int_cat_pos_avail_5",-0.017485154741517,0.0465290658117402,-0.375789937676015,TRUE,"DY_forest_share",32,21,"Long-term",NA,"Count (sum)","Positive","Available",5
"fixed",NA,"int_cat_pos_avail_6",0.0157113954412769,0.0348663895445142,0.450617217513102,TRUE,"DY_forest_share",69,40,"Long-term",NA,"Count (sum)","Positive","Available",6
"fixed",NA,"int_cat_ena_avail_1",0.00982571169843608,0.0261501120010654,0.375742623895292,TRUE,"DY_forest_share",425,188,"Long-term",NA,"Count (sum)","Enabling","Available",1
"fixed",NA,"int_cat_ena_avail_2",0.0873541088720608,0.0326702092979834,2.67381540397578,TRUE,"DY_forest_share",294,103,"Long-term",NA,"Count (sum)","Enabling","Available",2
"fixed",NA,"int_cat_ena_avail_3",0.0518648837471142,0.0429464697057873,1.20766349603178,TRUE,"DY_forest_share",87,48,"Long-term",NA,"Count (sum)","Enabling","Available",3
"fixed",NA,"int_cat_neg_avail_1",0.107851617907642,0.0638808550769333,1.68832458140634,TRUE,"DY_forest_share",84,44,"Long-term",NA,"Count (sum)","Negative","Available",1
"fixed",NA,"int_cat_tot_invol_1",0.00339002307091287,0.0303331286843118,0.111759756344098,TRUE,"DY_forest_share",256,148,"Long-term",NA,"Count (sum)","Total","Involved",1
"fixed",NA,"int_cat_tot_invol_2",0.0203200832519495,0.0284077737307473,0.715300095126989,TRUE,"DY_forest_share",97,78,"Long-term",NA,"Count (sum)","Total","Involved",2
"fixed",NA,"int_cat_tot_invol_3",0.00145816136441694,0.0439153063498335,0.033203943809502,TRUE,"DY_forest_share",66,51,"Long-term",NA,"Count (sum)","Total","Involved",3
"fixed",NA,"int_cat_tot_invol_4",0.0308686443799729,0.0412780472315775,0.747822303869999,TRUE,"DY_forest_share",86,63,"Long-term",NA,"Count (sum)","Total","Involved",4
"fixed",NA,"int_cat_tot_invol_5",0.158370084364591,0.113619175195644,1.39386757641824,TRUE,"DY_forest_share",12,12,"Long-term",NA,"Count (sum)","Total","Involved",5
"fixed",NA,"int_cat_tot_invol_6",0.056598509300057,0.0683281644645552,0.828333524595368,TRUE,"DY_forest_share",13,11,"Long-term",NA,"Count (sum)","Total","Involved",6
"fixed",NA,"int_cat_tot_invol_7",0.0848262294925045,0.0797399034214668,1.06378645888438,TRUE,"DY_forest_share",7,7,"Long-term",NA,"Count (sum)","Total","Involved",7
"fixed",NA,"int_cat_pos_invol_1",0.0205034667201565,0.039505331551301,0.519005053622472,TRUE,"DY_forest_share",123,80,"Long-term",NA,"Count (sum)","Positive","Involved",1
"fixed",NA,"int_cat_pos_invol_2",0.101244478629132,0.0572312632254458,1.76904148053327,TRUE,"DY_forest_share",37,33,"Long-term",NA,"Count (sum)","Positive","Involved",2
"fixed",NA,"int_cat_pos_invol_3",0.00376971534087778,0.0378013817861644,0.0997242736311171,TRUE,"DY_forest_share",47,31,"Long-term",NA,"Count (sum)","Positive","Involved",3
"fixed",NA,"int_cat_pos_invol_4",-0.0182877046322489,0.069513571638921,-0.263081067496315,TRUE,"DY_forest_share",15,15,"Long-term",NA,"Count (sum)","Positive","Involved",4
"fixed",NA,"int_cat_pos_invol_5",0.0212855878646543,0.0642279270468145,0.331407050536438,TRUE,"DY_forest_share",12,9,"Long-term",NA,"Count (sum)","Positive","Involved",5
"fixed",NA,"int_cat_pos_invol_6",0.166974805684193,0.0700794972219327,2.38264845358987,TRUE,"DY_forest_share",10,9,"Long-term",NA,"Count (sum)","Positive","Involved",6
"fixed",NA,"int_cat_ena_invol_1",0.0107390532767484,0.0267521644611059,0.401427454304175,TRUE,"DY_forest_share",293,167,"Long-term",NA,"Count (sum)","Enabling","Involved",1
"fixed",NA,"int_cat_ena_invol_2",0.0650708026916158,0.0383613247240531,1.69626057389033,TRUE,"DY_forest_share",102,77,"Long-term",NA,"Count (sum)","Enabling","Involved",2
"fixed",NA,"int_cat_ena_invol_3",0.134705616705578,0.0717720802947314,1.87685261667783,TRUE,"DY_forest_share",34,27,"Long-term",NA,"Count (sum)","Enabling","Involved",3
NA,NA,"int_cat_neg_invol_1",0.336196419578951,0.180197538179421,1.86571039191558,TRUE,"DY_forest_share",11,9,"Long-term",0.0784653000533472,"Count (sum)","Negative","Involved",1
"fixed",NA,"int_cat_tot_chnge_1",0.0434887418173705,0.0348435335487208,1.24811514184006,TRUE,"DY_forest_share",133,97,"Long-term",NA,"Count (sum)","Total","Changed behavior",1
"fixed",NA,"int_cat_tot_chnge_2",0.0853103907542472,0.0522071712597316,1.63407418359877,TRUE,"DY_forest_share",41,38,"Long-term",NA,"Count (sum)","Total","Changed behavior",2
"fixed",NA,"int_cat_tot_chnge_3",0.281727849247683,0.13894836530528,2.02757224691852,TRUE,"DY_forest_share",4,4,"Long-term",NA,"Count (sum)","Total","Changed behavior",3
"fixed",NA,"int_cat_tot_chnge_4",0.0604895051791666,0.099054534247558,0.610668715356236,TRUE,"DY_forest_share",3,3,"Long-term",NA,"Count (sum)","Total","Changed behavior",4
"fixed",NA,"int_cat_pos_chnge_1",0.0341990572302524,0.0456408100043337,0.749308726707635,TRUE,"DY_forest_share",66,55,"Long-term",NA,"Count (sum)","Positive","Changed behavior",1
"fixed",NA,"int_cat_pos_chnge_2",0.112395545268551,0.0651450048502558,1.72531333026848,TRUE,"DY_forest_share",13,12,"Long-term",NA,"Count (sum)","Positive","Changed behavior",2
NA,NA,"int_cat_pos_chnge_3",-0.0361111111111112,NA,NA,TRUE,"DY_forest_share",1,1,"Long-term",NA,"Count (sum)","Positive","Changed behavior",3
"fixed",NA,"int_cat_ena_chnge_1",0.0443966016026255,0.0426967617802424,1.03981191433514,TRUE,"DY_forest_share",91,69,"Long-term",NA,"Count (sum)","Enabling","Changed behavior",1
"fixed",NA,"int_cat_ena_chnge_2",0.213851489650955,0.0746116803238055,2.8661931848052,TRUE,"DY_forest_share",16,16,"Long-term",NA,"Count (sum)","Enabling","Changed behavior",2
NA,NA,"int_cat_neg_chnge_1",-0.0816560890090301,0.382085304249097,-0.213711671453857,TRUE,"DY_forest_share",2,2,"Long-term",0.850579505781076,"Count (sum)","Negative","Changed behavior",1
"fixed",NA,"int_avail_bin_CLE_1",0.085982543395109,0.0572980882371749,1.50061801432536,TRUE,"post_clearing_any",188,93,"Short-term",NA,"Binary (any)"," CLE","Available",1
"fixed",NA,"int_avail_bin_EE_1",-0.0234792386784754,0.0459149132956198,-0.511364107938221,TRUE,"post_clearing_any",465,169,"Short-term",NA,"Binary (any)"," EE","Available",1
"fixed",NA,"int_avail_bin_FE_1",-0.0218432946025229,0.0831644828196192,-0.262651721768056,TRUE,"post_clearing_any",101,59,"Short-term",NA,"Binary (any)"," FE","Available",1
"fixed",NA,"int_avail_bin_NCLE_1",0.026613334121092,0.0474294442999551,0.561114187903677,TRUE,"post_clearing_any",251,125,"Short-term",NA,"Binary (any)"," NCLE","Available",1
"fixed",NA,"int_avail_bin_RFAC_1",-0.045792053883343,0.0973547138029996,-0.470362985977286,TRUE,"post_clearing_any",85,44,"Short-term",NA,"Binary (any)"," RFAC","Available",1
"fixed",NA,"int_avail_bin_TC_1",0.148231656112106,0.0655249780689766,2.26221603547988,TRUE,"post_clearing_any",279,56,"Short-term",NA,"Binary (any)"," TC","Available",1
"fixed",NA,"int_avail_bin_OI_1",-0.0203259290393112,0.0617132531762469,-0.32936084217214,TRUE,"post_clearing_any",208,97,"Short-term",NA,"Binary (any)"," OI","Available",1
"fixed",NA,"int_invol_bin_CLE_1",0.0815795040640563,0.0639959659037319,1.27476010264108,TRUE,"post_clearing_any",121,76,"Short-term",NA,"Binary (any)"," CLE","Involved",1
"fixed",NA,"int_invol_bin_EE_1",-6.94395902636766e-05,0.0534551042492307,-0.00129902637435556,TRUE,"post_clearing_any",178,114,"Short-term",NA,"Binary (any)"," EE","Involved",1
"fixed",NA,"int_invol_bin_FE_1",-0.0940799672076195,0.10437495462126,-0.901365347165925,TRUE,"post_clearing_any",54,37,"Short-term",NA,"Binary (any)"," FE","Involved",1
"fixed",NA,"int_invol_bin_NCLE_1",-0.0185369154955879,0.0572275379796677,-0.323916005301047,TRUE,"post_clearing_any",131,79,"Short-term",NA,"Binary (any)"," NCLE","Involved",1
NA,NA,"int_invol_bin_RFAC_1",-0.262626262626262,0.208101510307912,-1.26201036329662,TRUE,"post_clearing_any",11,9,"Short-term",0.223053170810897,"Binary (any)"," RFAC","Involved",1
"fixed",NA,"int_invol_bin_TC_1",0.0618676417175656,0.0620481212967818,0.997091296634867,TRUE,"post_clearing_any",109,62,"Short-term",NA,"Binary (any)"," TC","Involved",1
"fixed",NA,"int_invol_bin_OI_1",-0.0424048888386505,0.069481868633802,-0.610301502714927,TRUE,"post_clearing_any",148,82,"Short-term",NA,"Binary (any)"," OI","Involved",1
"fixed",NA,"int_chnge_bin_CLE_1",0.108329343146737,0.125786610289591,0.861215219150406,TRUE,"post_clearing_any",23,22,"Short-term",NA,"Binary (any)"," CLE","Changed behavior",1
"fixed",NA,"int_chnge_bin_EE_1",0.114243374781844,0.11412232524967,1.00106069984036,TRUE,"post_clearing_any",36,32,"Short-term",NA,"Binary (any)"," EE","Changed behavior",1
"fixed",NA,"int_chnge_bin_FE_1",-0.014203164051192,0.132589299295851,-0.107121495675907,TRUE,"post_clearing_any",21,17,"Short-term",NA,"Binary (any)"," FE","Changed behavior",1
"fixed",NA,"int_chnge_bin_NCLE_1",-0.00960515292070721,0.0834111019369746,-0.115154370313497,TRUE,"post_clearing_any",56,46,"Short-term",NA,"Binary (any)"," NCLE","Changed behavior",1
NA,NA,"int_chnge_bin_RFAC_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Short-term",NA,"Binary (any)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_bin_TC_1",-0.0499999999999998,0.187860764042593,-0.266154565349599,TRUE,"post_clearing_any",12,10,"Short-term",NA,"Binary (any)"," TC","Changed behavior",1
"fixed",NA,"int_chnge_bin_OI_1",-0.092342978568163,0.111285147325805,-0.829787090076041,TRUE,"post_clearing_any",47,33,"Short-term",NA,"Binary (any)"," OI","Changed behavior",1
"fixed",NA,"int_avail_sum_CLE_1",0.0820790031828759,0.0570463126381643,1.43881347254624,TRUE,"post_clearing_any",188,92,"Short-term",NA,"Count (sum)"," CLE","Available",1
"fixed",NA,"int_avail_sum_CLE_2",0.238717462008077,0.349000256545494,0.684003686332418,FALSE,"post_clearing_any",24,475,"Short-term",NA,"Count (sum)"," CLE","Available",2
"fixed",NA,"int_avail_sum_EE_1",-0.0224876084329433,0.0463209084873574,-0.485474252714213,TRUE,"post_clearing_any",465,165,"Short-term",NA,"Count (sum)"," EE","Available",1
"fixed",NA,"int_avail_sum_EE_2",0.19705182496813,0.354784754866103,0.555412323290211,FALSE,"post_clearing_any",15,475,"Short-term",NA,"Count (sum)"," EE","Available",2
"fixed",NA,"int_avail_sum_FE_1",-0.0218432946025229,0.0831644828196192,-0.262651721768056,TRUE,"post_clearing_any",101,59,"Short-term",NA,"Count (sum)"," FE","Available",1
"fixed",NA,"int_avail_sum_NCLE_1",0.0333826926976403,0.0799958967536907,0.417305062538725,TRUE,"post_clearing_any",69,44,"Short-term",NA,"Count (sum)"," NCLE","Available",1
"fixed",NA,"int_avail_sum_NCLE_2",0.0869445873663649,0.0572913979121537,1.51758537118747,TRUE,"post_clearing_any",136,79,"Short-term",NA,"Count (sum)"," NCLE","Available",2
"fixed",NA,"int_avail_sum_NCLE_3",-0.0586979339415353,0.117260379258477,-0.500577725509034,TRUE,"post_clearing_any",46,33,"Short-term",NA,"Count (sum)"," NCLE","Available",3
"fixed",NA,"int_avail_sum_NCLE_4",0.0718263889169686,0.0670056309732358,1.07194556448037,TRUE,"post_clearing_any",32,21,"Short-term",NA,"Count (sum)"," NCLE","Available",4
"fixed",NA,"int_avail_sum_NCLE_5",0.102536231884058,0.0619937780708151,1.65397617430142,TRUE,"post_clearing_any",69,40,"Short-term",NA,"Count (sum)"," NCLE","Available",5
"fixed",NA,"int_avail_sum_RFAC_1",-0.0532541722449031,0.0972322676030829,-0.547700609660723,TRUE,"post_clearing_any",84,44,"Short-term",NA,"Count (sum)"," RFAC","Available",1
"fixed",NA,"int_avail_sum_TC_1",0.148231656112106,0.0655249780689766,2.26221603547988,TRUE,"post_clearing_any",279,56,"Short-term",NA,"Count (sum)"," TC","Available",1
"fixed",NA,"int_avail_sum_OI_1",-0.0597658441457713,0.065641570727585,-0.910487721169895,TRUE,"post_clearing_any",168,79,"Short-term",NA,"Count (sum)"," OI","Available",1
"fixed",NA,"int_avail_sum_OI_2",0.0542920029347028,0.090246571445599,0.601596294075617,TRUE,"post_clearing_any",87,47,"Short-term",NA,"Count (sum)"," OI","Available",2
"fixed",NA,"int_invol_sum_CLE_1",0.0755616964953361,0.0632107425923214,1.19539327330281,TRUE,"post_clearing_any",121,76,"Short-term",NA,"Count (sum)"," CLE","Involved",1
"fixed",NA,"int_invol_sum_CLE_2",0.244674961490134,0.371676353137231,0.658301125225996,FALSE,"post_clearing_any",7,475,"Short-term",NA,"Count (sum)"," CLE","Involved",2
"fixed",NA,"int_invol_sum_EE_1",0.0119163060711333,0.0537529442680891,0.221686574259106,TRUE,"post_clearing_any",178,113,"Short-term",NA,"Count (sum)"," EE","Involved",1
"fixed",NA,"int_invol_sum_EE_2",0.130388594313858,0.383970510159977,0.339579709544708,FALSE,"post_clearing_any",5,475,"Short-term",NA,"Count (sum)"," EE","Involved",2
"fixed",NA,"int_invol_sum_FE_1",-0.0940799672076195,0.10437495462126,-0.901365347165925,TRUE,"post_clearing_any",54,37,"Short-term",NA,"Count (sum)"," FE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_1",-0.00777505662357389,0.0705322512332547,-0.110234062965909,TRUE,"post_clearing_any",75,54,"Short-term",NA,"Count (sum)"," NCLE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_2",0.0316313183846533,0.0796261109010368,0.39724806381623,TRUE,"post_clearing_any",60,42,"Short-term",NA,"Count (sum)"," NCLE","Involved",2
"fixed",NA,"int_invol_sum_NCLE_3",-0.0555555555555553,0.0590277777777778,-0.941176470588232,TRUE,"post_clearing_any",18,16,"Short-term",NA,"Count (sum)"," NCLE","Involved",3
"fixed",NA,"int_invol_sum_NCLE_4",0.123076923076923,0.145796749023848,0.844167815132775,TRUE,"post_clearing_any",13,10,"Short-term",NA,"Count (sum)"," NCLE","Involved",4
"fixed",NA,"int_invol_sum_NCLE_5",0.235416666697231,0.217934989670943,1.08021510016672,TRUE,"post_clearing_any",10,9,"Short-term",NA,"Count (sum)"," NCLE","Involved",5
NA,NA,"int_invol_sum_RFAC_1",-0.262626262626262,0.208101510307912,-1.26201036329662,TRUE,"post_clearing_any",11,9,"Short-term",0.223053170810897,"Count (sum)"," RFAC","Involved",1
"fixed",NA,"int_invol_sum_TC_1",0.0618676417175656,0.0620481212967818,0.997091296634867,TRUE,"post_clearing_any",109,62,"Short-term",NA,"Count (sum)"," TC","Involved",1
"fixed",NA,"int_invol_sum_OI_1",-0.0689419591222561,0.071576030674392,-0.963198971397023,TRUE,"post_clearing_any",129,76,"Short-term",NA,"Count (sum)"," OI","Involved",1
"fixed",NA,"int_invol_sum_OI_2",0.134146341463415,0.119297749475959,1.12446665635086,TRUE,"post_clearing_any",41,30,"Short-term",NA,"Count (sum)"," OI","Involved",2
"fixed",NA,"int_chnge_sum_CLE_1",0.108329343146737,0.125786610289591,0.861215219150406,TRUE,"post_clearing_any",23,22,"Short-term",NA,"Count (sum)"," CLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_CLE_2",0.363725544052918,0.376642218579778,0.965705717814733,FALSE,"post_clearing_any",6,475,"Short-term",NA,"Count (sum)"," CLE","Changed behavior",2
"fixed",NA,"int_chnge_sum_EE_1",0.114243374781844,0.11412232524967,1.00106069984036,TRUE,"post_clearing_any",36,32,"Short-term",NA,"Count (sum)"," EE","Changed behavior",1
"fixed",NA,"int_chnge_sum_FE_1",-0.014203164051192,0.132589299295851,-0.107121495675907,TRUE,"post_clearing_any",21,17,"Short-term",NA,"Count (sum)"," FE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_1",-0.0140088027656424,0.0846960790501353,-0.165400841724326,TRUE,"post_clearing_any",54,46,"Short-term",NA,"Count (sum)"," NCLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_2",0.259259259754737,0.177623389796232,1.45960090082819,TRUE,"post_clearing_any",6,6,"Short-term",NA,"Count (sum)"," NCLE","Changed behavior",2
NA,NA,"int_chnge_sum_RFAC_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Short-term",NA,"Count (sum)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_sum_TC_1",-0.0499999999999998,0.187860764042593,-0.266154565349599,TRUE,"post_clearing_any",12,10,"Short-term",NA,"Count (sum)"," TC","Changed behavior",1
"fixed",NA,"int_chnge_sum_OI_1",-0.101671421005224,0.111727701802775,-0.909992950402728,TRUE,"post_clearing_any",46,33,"Short-term",NA,"Count (sum)"," OI","Changed behavior",1
"fixed",NA,"int_cat_tot_avail_1",-0.0610342215910085,0.0424470048382964,-1.43789230414539,TRUE,"post_clearing_any",337,144,"Short-term",NA,"Count (sum)","Total","Available",1
"fixed",NA,"int_cat_tot_avail_2",-0.107042083103575,0.108382630461085,-0.987631345061409,TRUE,"post_clearing_any",196,53,"Short-term",NA,"Count (sum)","Total","Available",2
"fixed",NA,"int_cat_tot_avail_3",0.166334590471092,0.0769060598286527,2.16282814178345,TRUE,"post_clearing_any",67,38,"Short-term",NA,"Count (sum)","Total","Available",3
"fixed",NA,"int_cat_tot_avail_4",0.0784652269011596,0.0614658937839999,1.27656529614452,TRUE,"post_clearing_any",167,87,"Short-term",NA,"Count (sum)","Total","Available",4
"fixed",NA,"int_cat_tot_avail_5",-0.111017661900757,0.113488556947913,-0.978227804515213,TRUE,"post_clearing_any",41,29,"Short-term",NA,"Count (sum)","Total","Available",5
"fixed",NA,"int_cat_tot_avail_6",0.0351618740068453,0.0745113824999072,0.471899363924553,TRUE,"post_clearing_any",76,54,"Short-term",NA,"Count (sum)","Total","Available",6
"fixed",NA,"int_cat_tot_avail_7",0.0943789239914206,0.0607417102070285,1.55377455902616,TRUE,"post_clearing_any",70,41,"Short-term",NA,"Count (sum)","Total","Available",7
"fixed",NA,"int_cat_pos_avail_1",-0.0195847412697024,0.0750345551402786,-0.261009627272239,TRUE,"post_clearing_any",134,73,"Short-term",NA,"Count (sum)","Positive","Available",1
"fixed",NA,"int_cat_pos_avail_2",0.0789779332476694,0.0744961487483297,1.06016129121628,TRUE,"post_clearing_any",79,56,"Short-term",NA,"Count (sum)","Positive","Available",2
"fixed",NA,"int_cat_pos_avail_3",0.0389925329384002,0.0613839417502055,0.635223672944883,TRUE,"post_clearing_any",125,72,"Short-term",NA,"Count (sum)","Positive","Available",3
"fixed",NA,"int_cat_pos_avail_5",0.0718263889169686,0.0670056309732358,1.07194556448037,TRUE,"post_clearing_any",32,21,"Short-term",NA,"Count (sum)","Positive","Available",5
"fixed",NA,"int_cat_pos_avail_6",0.102536231884058,0.0619937780708151,1.65397617430142,TRUE,"post_clearing_any",69,40,"Short-term",NA,"Count (sum)","Positive","Available",6
"fixed",NA,"int_cat_ena_avail_1",-0.000129945031389705,0.0357459294689353,-0.00363523996494853,TRUE,"post_clearing_any",425,188,"Short-term",NA,"Count (sum)","Enabling","Available",1
"fixed",NA,"int_cat_ena_avail_2",-0.056374421981258,0.0745785375499791,-0.755906777381876,TRUE,"post_clearing_any",294,103,"Short-term",NA,"Count (sum)","Enabling","Available",2
"fixed",NA,"int_cat_ena_avail_3",0.0653735632183907,0.0896728006517194,0.729023324165991,TRUE,"post_clearing_any",87,48,"Short-term",NA,"Count (sum)","Enabling","Available",3
"fixed",NA,"int_cat_neg_avail_1",-0.0532541722449031,0.0972322676030829,-0.547700609660723,TRUE,"post_clearing_any",84,44,"Short-term",NA,"Count (sum)","Negative","Available",1
"fixed",NA,"int_cat_tot_invol_1",-0.0393026779175692,0.0467022296144083,-0.841558920035881,TRUE,"post_clearing_any",256,148,"Short-term",NA,"Count (sum)","Total","Involved",1
"fixed",NA,"int_cat_tot_invol_2",0.00728556986363063,0.0573184191726078,0.127106957393416,TRUE,"post_clearing_any",97,78,"Short-term",NA,"Count (sum)","Total","Involved",2
"fixed",NA,"int_cat_tot_invol_3",0.0135729325562326,0.0782900814375652,0.173367204465827,TRUE,"post_clearing_any",66,51,"Short-term",NA,"Count (sum)","Total","Involved",3
"fixed",NA,"int_cat_tot_invol_4",0.030537688757942,0.0709120683000487,0.430641631107536,TRUE,"post_clearing_any",86,63,"Short-term",NA,"Count (sum)","Total","Involved",4
"fixed",NA,"int_cat_tot_invol_5",-0.184779561453604,0.121046355401988,-1.52651900042725,TRUE,"post_clearing_any",12,12,"Short-term",NA,"Count (sum)","Total","Involved",5
"fixed",NA,"int_cat_tot_invol_6",0.195804195804195,0.153903936441185,1.27224943254796,TRUE,"post_clearing_any",13,11,"Short-term",NA,"Count (sum)","Total","Involved",6
"fixed",NA,"int_cat_tot_invol_7",0.103896424642107,0.27303634401295,0.380522325764732,TRUE,"post_clearing_any",7,7,"Short-term",NA,"Count (sum)","Total","Involved",7
"fixed",NA,"int_cat_pos_invol_1",0.0042065300725453,0.0648708554218242,0.0648446832586413,TRUE,"post_clearing_any",123,80,"Short-term",NA,"Count (sum)","Positive","Involved",1
"fixed",NA,"int_cat_pos_invol_2",-0.026497127815345,0.092695139812538,-0.285852396025633,TRUE,"post_clearing_any",37,33,"Short-term",NA,"Count (sum)","Positive","Involved",2
"fixed",NA,"int_cat_pos_invol_3",0.0974605353466032,0.0702301527545646,1.38773064736455,TRUE,"post_clearing_any",47,31,"Short-term",NA,"Count (sum)","Positive","Involved",3
"fixed",NA,"int_cat_pos_invol_4",-0.0666666666666667,0.0666666666666667,-1,TRUE,"post_clearing_any",15,15,"Short-term",NA,"Count (sum)","Positive","Involved",4
"fixed",NA,"int_cat_pos_invol_5",0.138888888888889,0.159061371231559,0.873177992956549,TRUE,"post_clearing_any",12,9,"Short-term",NA,"Count (sum)","Positive","Involved",5
"fixed",NA,"int_cat_pos_invol_6",0.235416666697231,0.217934989670943,1.08021510016672,TRUE,"post_clearing_any",10,9,"Short-term",NA,"Count (sum)","Positive","Involved",6
"fixed",NA,"int_cat_ena_invol_1",-0.00791912612619148,0.0430116581285423,-0.184115806522148,TRUE,"post_clearing_any",293,167,"Short-term",NA,"Count (sum)","Enabling","Involved",1
"fixed",NA,"int_cat_ena_invol_2",-0.0919504782112671,0.0701785308660889,-1.31023657914302,TRUE,"post_clearing_any",102,77,"Short-term",NA,"Count (sum)","Enabling","Involved",2
"fixed",NA,"int_cat_ena_invol_3",0.18076684808671,0.129458693629962,1.39632838103097,TRUE,"post_clearing_any",34,27,"Short-term",NA,"Count (sum)","Enabling","Involved",3
NA,NA,"int_cat_neg_invol_1",-0.262626262626262,0.208101510307912,-1.26201036329662,TRUE,"post_clearing_any",11,9,"Short-term",0.223053170810897,"Count (sum)","Negative","Involved",1
