"effect","group","term","estimate","std.error","statistic","matching","outcome","n_treated","n_comparison","data","p.value","category","indicator","exposure","step"
"fixed",NA,"int_cat_tot_chnge_1",0.0131828431557158,0.0586393055149698,0.224812402533492,TRUE,"post_clearing_any",133,97,"Short-term",NA,"Count (sum)","Total","Changed behavior",1
"fixed",NA,"int_cat_tot_chnge_2",0.0612329274644063,0.10192256478618,0.600778910861054,TRUE,"post_clearing_any",41,38,"Short-term",NA,"Count (sum)","Total","Changed behavior",2
"fixed",NA,"int_cat_tot_chnge_3",-0.00272470858435441,0.39952075057584,-0.00681994259478942,TRUE,"post_clearing_any",4,4,"Short-term",NA,"Count (sum)","Total","Changed behavior",3
"fixed",NA,"int_cat_tot_chnge_4",0.999999999999998,2.52280661196888e-08,39638393.0205242,TRUE,"post_clearing_any",3,3,"Short-term",NA,"Count (sum)","Total","Changed behavior",4
"fixed",NA,"int_cat_pos_chnge_1",-0.0159494145710449,0.0783013328330541,-0.203692759675632,TRUE,"post_clearing_any",66,55,"Short-term",NA,"Count (sum)","Positive","Changed behavior",1
"fixed",NA,"int_cat_pos_chnge_2",0.346590909617007,0.128071373469295,2.70623247200595,TRUE,"post_clearing_any",13,12,"Short-term",NA,"Count (sum)","Positive","Changed behavior",2
NA,NA,"int_cat_pos_chnge_3",3.14018491736755e-16,NA,NA,TRUE,"post_clearing_any",1,1,"Short-term",NA,"Count (sum)","Positive","Changed behavior",3
"fixed",NA,"int_cat_ena_chnge_1",-0.0552142641999526,0.0725559952286257,-0.760988310145441,TRUE,"post_clearing_any",91,69,"Short-term",NA,"Count (sum)","Enabling","Changed behavior",1
"fixed",NA,"int_cat_ena_chnge_2",0.125,0.175297366399689,0.713074032812293,TRUE,"post_clearing_any",16,16,"Short-term",NA,"Count (sum)","Enabling","Changed behavior",2
NA,NA,"int_cat_neg_chnge_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Short-term",NA,"Count (sum)","Negative","Changed behavior",1
"fixed",NA,"int_avail_bin_CLE_1",-0.0317922630753172,0.0554236683957283,-0.573622497311411,TRUE,"post_clearing_any",188,93,"Long-term",NA,"Binary (any)"," CLE","Available",1
"fixed",NA,"int_avail_bin_EE_1",0.0070189475940934,0.0463019037524655,0.151590907182075,TRUE,"post_clearing_any",465,169,"Long-term",NA,"Binary (any)"," EE","Available",1
"fixed",NA,"int_avail_bin_FE_1",-0.00617739231362088,0.0824950796876589,-0.0748819485599576,TRUE,"post_clearing_any",101,59,"Long-term",NA,"Binary (any)"," FE","Available",1
"fixed",NA,"int_avail_bin_NCLE_1",0.0438811006371089,0.0440583908597593,0.995976016845127,TRUE,"post_clearing_any",251,125,"Long-term",NA,"Binary (any)"," NCLE","Available",1
"fixed",NA,"int_avail_bin_RFAC_1",0.0440256912057132,0.0950474867615246,0.463196794631448,TRUE,"post_clearing_any",85,44,"Long-term",NA,"Binary (any)"," RFAC","Available",1
"fixed",NA,"int_avail_bin_TC_1",0.0726799972900576,0.0665900638734072,1.0914540858262,TRUE,"post_clearing_any",279,56,"Long-term",NA,"Binary (any)"," TC","Available",1
"fixed",NA,"int_avail_bin_OI_1",-0.0912533116891238,0.0563486121421715,-1.61944204515428,TRUE,"post_clearing_any",208,97,"Long-term",NA,"Binary (any)"," OI","Available",1
"fixed",NA,"int_invol_bin_CLE_1",0.00608068724082605,0.0619631903028477,0.0981338632034025,TRUE,"post_clearing_any",121,76,"Long-term",NA,"Binary (any)"," CLE","Involved",1
"fixed",NA,"int_invol_bin_EE_1",0.10141579025537,0.055070438730752,1.841564959219,TRUE,"post_clearing_any",178,114,"Long-term",NA,"Binary (any)"," EE","Involved",1
"fixed",NA,"int_invol_bin_FE_1",0.0205883048113089,0.107425705713227,0.191651566769962,TRUE,"post_clearing_any",54,37,"Long-term",NA,"Binary (any)"," FE","Involved",1
"fixed",NA,"int_invol_bin_NCLE_1",0.0551763809018519,0.0554976760367936,0.9942106560511,TRUE,"post_clearing_any",131,79,"Long-term",NA,"Binary (any)"," NCLE","Involved",1
NA,NA,"int_invol_bin_RFAC_1",0.252525252525252,0.196328346627788,1.28623938856882,TRUE,"post_clearing_any",11,9,"Long-term",0.214658775990173,"Binary (any)"," RFAC","Involved",1
"fixed",NA,"int_invol_bin_TC_1",0.146165717420863,0.0643364142504255,2.27189716933744,TRUE,"post_clearing_any",109,62,"Long-term",NA,"Binary (any)"," TC","Involved",1
"fixed",NA,"int_invol_bin_OI_1",-0.126546638284984,0.0639865798803437,-1.97770592711204,TRUE,"post_clearing_any",148,82,"Long-term",NA,"Binary (any)"," OI","Involved",1
"fixed",NA,"int_chnge_bin_CLE_1",0.0445526222011658,0.132254300145574,0.336870877938382,TRUE,"post_clearing_any",23,22,"Long-term",NA,"Binary (any)"," CLE","Changed behavior",1
"fixed",NA,"int_chnge_bin_EE_1",0.0194090566964238,0.105646304456012,0.18371732732502,TRUE,"post_clearing_any",36,32,"Long-term",NA,"Binary (any)"," EE","Changed behavior",1
"fixed",NA,"int_chnge_bin_FE_1",-0.0051821596702287,0.155189229259862,-0.0333925214716496,TRUE,"post_clearing_any",21,17,"Long-term",NA,"Binary (any)"," FE","Changed behavior",1
"fixed",NA,"int_chnge_bin_NCLE_1",0.0769565683653123,0.0797011303573354,0.96556432788697,TRUE,"post_clearing_any",56,46,"Long-term",NA,"Binary (any)"," NCLE","Changed behavior",1
NA,NA,"int_chnge_bin_RFAC_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Long-term",NA,"Binary (any)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_bin_TC_1",0.290176351474484,0.204466708504107,1.41918629980125,TRUE,"post_clearing_any",12,10,"Long-term",NA,"Binary (any)"," TC","Changed behavior",1
"fixed",NA,"int_chnge_bin_OI_1",-0.217943630019648,0.0992749532136527,-2.19535364122112,TRUE,"post_clearing_any",47,33,"Long-term",NA,"Binary (any)"," OI","Changed behavior",1
"fixed",NA,"int_avail_sum_CLE_1",-0.0173467451832659,0.0552479281461917,-0.313980012741195,TRUE,"post_clearing_any",188,92,"Long-term",NA,"Count (sum)"," CLE","Available",1
"fixed",NA,"int_avail_sum_CLE_2",0.368563277494655,0.308821220630625,1.19345191610225,FALSE,"post_clearing_any",24,475,"Long-term",NA,"Count (sum)"," CLE","Available",2
"fixed",NA,"int_avail_sum_EE_1",0.00111351277623883,0.0467663800832839,0.0238101126120052,TRUE,"post_clearing_any",465,165,"Long-term",NA,"Count (sum)"," EE","Available",1
"fixed",NA,"int_avail_sum_EE_2",0.351896694712042,0.315691655808345,1.11468481424063,FALSE,"post_clearing_any",15,475,"Long-term",NA,"Count (sum)"," EE","Available",2
"fixed",NA,"int_avail_sum_FE_1",-0.00617739231362088,0.0824950796876589,-0.0748819485599576,TRUE,"post_clearing_any",101,59,"Long-term",NA,"Count (sum)"," FE","Available",1
"fixed",NA,"int_avail_sum_NCLE_1",-0.106926812144495,0.0703341607886226,-1.52026854298931,TRUE,"post_clearing_any",69,44,"Long-term",NA,"Count (sum)"," NCLE","Available",1
"fixed",NA,"int_avail_sum_NCLE_2",0.0646798797708836,0.0531660105366817,1.21656447640091,TRUE,"post_clearing_any",136,79,"Long-term",NA,"Count (sum)"," NCLE","Available",2
"fixed",NA,"int_avail_sum_NCLE_3",0.179410335739205,0.116998056968659,1.53344713910305,TRUE,"post_clearing_any",46,33,"Long-term",NA,"Count (sum)"," NCLE","Available",3
"fixed",NA,"int_avail_sum_NCLE_4",0.122889705891662,0.0755038514608388,1.6275951956623,TRUE,"post_clearing_any",32,21,"Long-term",NA,"Count (sum)"," NCLE","Available",4
"fixed",NA,"int_avail_sum_NCLE_5",0.046519612196347,0.0620135325135997,0.750152592680398,TRUE,"post_clearing_any",69,40,"Long-term",NA,"Count (sum)"," NCLE","Available",5
"fixed",NA,"int_avail_sum_RFAC_1",0.048415584335095,0.095355117389652,0.507739759128534,TRUE,"post_clearing_any",84,44,"Long-term",NA,"Count (sum)"," RFAC","Available",1
"fixed",NA,"int_avail_sum_TC_1",0.0726799972900576,0.0665900638734072,1.0914540858262,TRUE,"post_clearing_any",279,56,"Long-term",NA,"Count (sum)"," TC","Available",1
"fixed",NA,"int_avail_sum_OI_1",-0.0776574285358887,0.0591483807768615,-1.31292568817485,TRUE,"post_clearing_any",168,79,"Long-term",NA,"Count (sum)"," OI","Available",1
"fixed",NA,"int_avail_sum_OI_2",-0.09855710442651,0.0897662819155543,-1.09793011722626,TRUE,"post_clearing_any",87,47,"Long-term",NA,"Count (sum)"," OI","Available",2
"fixed",NA,"int_invol_sum_CLE_1",0.0216706100598385,0.0614625869868845,0.352582133655761,TRUE,"post_clearing_any",121,76,"Long-term",NA,"Count (sum)"," CLE","Involved",1
"fixed",NA,"int_invol_sum_CLE_2",0.475709046984351,0.335487294009614,1.41796442213611,FALSE,"post_clearing_any",7,475,"Long-term",NA,"Count (sum)"," CLE","Involved",2
"fixed",NA,"int_invol_sum_EE_1",0.106650078053537,0.0550780909135534,1.93634304102747,TRUE,"post_clearing_any",178,113,"Long-term",NA,"Count (sum)"," EE","Involved",1
"fixed",NA,"int_invol_sum_EE_2",0.618568279438265,0.349391635605958,1.77041524868066,FALSE,"post_clearing_any",5,475,"Long-term",NA,"Count (sum)"," EE","Involved",2
"fixed",NA,"int_invol_sum_FE_1",0.0205883048113089,0.107425705713227,0.191651566769962,TRUE,"post_clearing_any",54,37,"Long-term",NA,"Count (sum)"," FE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_1",0.0579314332670772,0.0700616507629909,0.826863664161317,TRUE,"post_clearing_any",75,54,"Long-term",NA,"Count (sum)"," NCLE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_2",0.0849356617210039,0.0716753408170553,1.1850053414855,TRUE,"post_clearing_any",60,42,"Long-term",NA,"Count (sum)"," NCLE","Involved",2
"fixed",NA,"int_invol_sum_NCLE_3",0.186459153845118,0.0949605067977634,1.96354421572558,TRUE,"post_clearing_any",18,16,"Long-term",NA,"Count (sum)"," NCLE","Involved",3
"fixed",NA,"int_invol_sum_NCLE_4",0.0102564063414648,0.166025817333497,0.0617759725938447,TRUE,"post_clearing_any",13,10,"Long-term",NA,"Count (sum)"," NCLE","Involved",4
"fixed",NA,"int_invol_sum_NCLE_5",0.222222222222223,0.138986893526902,1.5988717826779,TRUE,"post_clearing_any",10,9,"Long-term",NA,"Count (sum)"," NCLE","Involved",5
NA,NA,"int_invol_sum_RFAC_1",0.252525252525252,0.196328346627788,1.28623938856882,TRUE,"post_clearing_any",11,9,"Long-term",0.214658775990173,"Count (sum)"," RFAC","Involved",1
"fixed",NA,"int_invol_sum_TC_1",0.146165717420863,0.0643364142504255,2.27189716933744,TRUE,"post_clearing_any",109,62,"Long-term",NA,"Count (sum)"," TC","Involved",1
"fixed",NA,"int_invol_sum_OI_1",-0.127655767062941,0.0660219426235276,-1.9335354579138,TRUE,"post_clearing_any",129,76,"Long-term",NA,"Count (sum)"," OI","Involved",1
"fixed",NA,"int_invol_sum_OI_2",-0.209756097560975,0.119100895430885,-1.76116306096706,TRUE,"post_clearing_any",41,30,"Long-term",NA,"Count (sum)"," OI","Involved",2
"fixed",NA,"int_chnge_sum_CLE_1",0.0445526222011658,0.132254300145574,0.336870877938382,TRUE,"post_clearing_any",23,22,"Long-term",NA,"Count (sum)"," CLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_CLE_2",0.451898932670396,0.341541799520861,1.32311457427568,FALSE,"post_clearing_any",6,475,"Long-term",NA,"Count (sum)"," CLE","Changed behavior",2
"fixed",NA,"int_chnge_sum_EE_1",0.0194090566964238,0.105646304456012,0.18371732732502,TRUE,"post_clearing_any",36,32,"Long-term",NA,"Count (sum)"," EE","Changed behavior",1
"fixed",NA,"int_chnge_sum_FE_1",-0.0051821596702287,0.155189229259862,-0.0333925214716496,TRUE,"post_clearing_any",21,17,"Long-term",NA,"Count (sum)"," FE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_1",0.074331335958027,0.0809765062456498,0.917937058590006,TRUE,"post_clearing_any",54,46,"Long-term",NA,"Count (sum)"," NCLE","Changed behavior",1
"fixed",NA,"int_chnge_sum_NCLE_2",0.333333333333333,0.210818510677892,1.58113883008419,TRUE,"post_clearing_any",6,6,"Long-term",NA,"Count (sum)"," NCLE","Changed behavior",2
NA,NA,"int_chnge_sum_RFAC_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Long-term",NA,"Count (sum)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_sum_TC_1",0.290176351474484,0.204466708504107,1.41918629980125,TRUE,"post_clearing_any",12,10,"Long-term",NA,"Count (sum)"," TC","Changed behavior",1
"fixed",NA,"int_chnge_sum_OI_1",-0.213166679775554,0.100099278969303,-2.12955259988361,TRUE,"post_clearing_any",46,33,"Long-term",NA,"Count (sum)"," OI","Changed behavior",1
"fixed",NA,"int_cat_tot_avail_1",-0.0456499962835778,0.040793069764313,-1.11906254045911,TRUE,"post_clearing_any",337,144,"Long-term",NA,"Count (sum)","Total","Available",1
"fixed",NA,"int_cat_tot_avail_2",-0.32156903447799,0.147542087457587,-2.1795071495815,TRUE,"post_clearing_any",196,53,"Long-term",NA,"Count (sum)","Total","Available",2
"fixed",NA,"int_cat_tot_avail_3",0.0944233695476488,0.0720399697887669,1.31070806698717,TRUE,"post_clearing_any",67,38,"Long-term",NA,"Count (sum)","Total","Available",3
"fixed",NA,"int_cat_tot_avail_4",-0.00545546773357396,0.0595100065057917,-0.0916731160673459,TRUE,"post_clearing_any",167,87,"Long-term",NA,"Count (sum)","Total","Available",4
"fixed",NA,"int_cat_tot_avail_5",-0.0765349032800673,0.112431387290591,-0.680725419515236,TRUE,"post_clearing_any",41,29,"Long-term",NA,"Count (sum)","Total","Available",5
"fixed",NA,"int_cat_tot_avail_6",0.17077079679324,0.0762436963937254,2.23980217212153,TRUE,"post_clearing_any",76,54,"Long-term",NA,"Count (sum)","Total","Available",6
"fixed",NA,"int_cat_tot_avail_7",0.0188578617785076,0.0593929151537896,0.317510291078958,TRUE,"post_clearing_any",70,41,"Long-term",NA,"Count (sum)","Total","Available",7
"fixed",NA,"int_cat_pos_avail_1",-0.100601554037871,0.0714272617033739,-1.40844758204022,TRUE,"post_clearing_any",134,73,"Long-term",NA,"Count (sum)","Positive","Available",1
"fixed",NA,"int_cat_pos_avail_2",0.0473374949901668,0.0750015807950708,0.63115329688195,TRUE,"post_clearing_any",79,56,"Long-term",NA,"Count (sum)","Positive","Available",2
"fixed",NA,"int_cat_pos_avail_3",0.107832940145919,0.0574965254339338,1.87546881019488,TRUE,"post_clearing_any",125,72,"Long-term",NA,"Count (sum)","Positive","Available",3
"fixed",NA,"int_cat_pos_avail_5",0.122889705891662,0.0755038514608388,1.6275951956623,TRUE,"post_clearing_any",32,21,"Long-term",NA,"Count (sum)","Positive","Available",5
"fixed",NA,"int_cat_pos_avail_6",0.046519612196347,0.0620135325135997,0.750152592680398,TRUE,"post_clearing_any",69,40,"Long-term",NA,"Count (sum)","Positive","Available",6
"fixed",NA,"int_cat_ena_avail_1",-0.0166176885790855,0.0338599894389488,-0.490776543479083,TRUE,"post_clearing_any",425,188,"Long-term",NA,"Count (sum)","Enabling","Available",1
"fixed",NA,"int_cat_ena_avail_2",0.031104443532433,0.0750174357031703,0.414629522335412,TRUE,"post_clearing_any",294,103,"Long-term",NA,"Count (sum)","Enabling","Available",2
"fixed",NA,"int_cat_ena_avail_3",-0.109195402298851,0.0891699740658061,-1.22457591182281,TRUE,"post_clearing_any",87,48,"Long-term",NA,"Count (sum)","Enabling","Available",3
"fixed",NA,"int_cat_neg_avail_1",0.048415584335095,0.095355117389652,0.507739759128534,TRUE,"post_clearing_any",84,44,"Long-term",NA,"Count (sum)","Negative","Available",1
"fixed",NA,"int_cat_tot_invol_1",-0.0237459880982176,0.0455482644659912,-0.521336836356249,TRUE,"post_clearing_any",256,148,"Long-term",NA,"Count (sum)","Total","Involved",1
"fixed",NA,"int_cat_tot_invol_2",0.110281401048199,0.0627426941047761,1.75767717057282,TRUE,"post_clearing_any",97,78,"Long-term",NA,"Count (sum)","Total","Involved",2
"fixed",NA,"int_cat_tot_invol_3",0.00837228818037485,0.0829631468195368,0.100915749960479,TRUE,"post_clearing_any",66,51,"Long-term",NA,"Count (sum)","Total","Involved",3
"fixed",NA,"int_cat_tot_invol_4",0.0116314660580237,0.0713773493023097,0.162957383143496,TRUE,"post_clearing_any",86,63,"Long-term",NA,"Count (sum)","Total","Involved",4
"fixed",NA,"int_cat_tot_invol_5",0.315921651806572,0.156976393036232,2.01254243199264,TRUE,"post_clearing_any",12,12,"Long-term",NA,"Count (sum)","Total","Involved",5
"fixed",NA,"int_cat_tot_invol_6",0.0751620174465061,0.151544895180129,0.495971951791362,TRUE,"post_clearing_any",13,11,"Long-term",NA,"Count (sum)","Total","Involved",6
"fixed",NA,"int_cat_tot_invol_7",0.285714285714286,0.184427778390829,1.54919333848297,TRUE,"post_clearing_any",7,7,"Long-term",NA,"Count (sum)","Total","Involved",7
"fixed",NA,"int_cat_pos_invol_1",-0.000864444669394999,0.0653044899428593,-0.0132371398988244,TRUE,"post_clearing_any",123,80,"Long-term",NA,"Count (sum)","Positive","Involved",1
"fixed",NA,"int_cat_pos_invol_2",0.102584117385771,0.0900876085297523,1.13871506925275,TRUE,"post_clearing_any",37,33,"Long-term",NA,"Count (sum)","Positive","Involved",2
"fixed",NA,"int_cat_pos_invol_3",0.048985596904309,0.0671122584877154,0.729905355714942,TRUE,"post_clearing_any",47,31,"Long-term",NA,"Count (sum)","Positive","Involved",3
"fixed",NA,"int_cat_pos_invol_4",0.0666666666666664,0.112687233963802,0.59160797830996,TRUE,"post_clearing_any",15,15,"Long-term",NA,"Count (sum)","Positive","Involved",4
"fixed",NA,"int_cat_pos_invol_5",0.102777693173931,0.154685051965008,0.664431965909546,TRUE,"post_clearing_any",12,9,"Long-term",NA,"Count (sum)","Positive","Involved",5
"fixed",NA,"int_cat_pos_invol_6",0.222222222222223,0.138986893526902,1.5988717826779,TRUE,"post_clearing_any",10,9,"Long-term",NA,"Count (sum)","Positive","Involved",6
"fixed",NA,"int_cat_ena_invol_1",-0.00913651114749027,0.0409098929857527,-0.223332560431585,TRUE,"post_clearing_any",293,167,"Long-term",NA,"Count (sum)","Enabling","Involved",1
"fixed",NA,"int_cat_ena_invol_2",0.0971479500891264,0.0745489941778998,1.30314233156919,TRUE,"post_clearing_any",102,77,"Long-term",NA,"Count (sum)","Enabling","Involved",2
"fixed",NA,"int_cat_ena_invol_3",-0.173202614379085,0.12865252124142,-1.34628231695565,TRUE,"post_clearing_any",34,27,"Long-term",NA,"Count (sum)","Enabling","Involved",3
NA,NA,"int_cat_neg_invol_1",0.252525252525252,0.196328346627788,1.28623938856882,TRUE,"post_clearing_any",11,9,"Long-term",0.214658775990173,"Count (sum)","Negative","Involved",1
"fixed",NA,"int_cat_tot_chnge_1",0.0109117708613306,0.0571527878817319,0.190922809993288,TRUE,"post_clearing_any",133,97,"Long-term",NA,"Count (sum)","Total","Changed behavior",1
"fixed",NA,"int_cat_tot_chnge_2",0.0185668949344557,0.0957506122268875,0.193908890007514,TRUE,"post_clearing_any",41,38,"Long-term",NA,"Count (sum)","Total","Changed behavior",2
"fixed",NA,"int_cat_tot_chnge_3",2.22044604925031e-16,0.408248290463863,5.43895982204207e-16,TRUE,"post_clearing_any",4,4,"Long-term",NA,"Count (sum)","Total","Changed behavior",3
"fixed",NA,"int_cat_tot_chnge_4",0.333276015359524,0.333354825648626,0.999763584376049,TRUE,"post_clearing_any",3,3,"Long-term",NA,"Count (sum)","Total","Changed behavior",4
"fixed",NA,"int_cat_pos_chnge_1",0.0515571495623998,0.0748553275921368,0.688757249762081,TRUE,"post_clearing_any",66,55,"Long-term",NA,"Count (sum)","Positive","Changed behavior",1
"fixed",NA,"int_cat_pos_chnge_2",0.139772727154032,0.121229283808896,1.15296174952554,TRUE,"post_clearing_any",13,12,"Long-term",NA,"Count (sum)","Positive","Changed behavior",2
NA,NA,"int_cat_pos_chnge_3",1,NA,NA,TRUE,"post_clearing_any",1,1,"Long-term",NA,"Count (sum)","Positive","Changed behavior",3
"fixed",NA,"int_cat_ena_chnge_1",-0.0118763350533096,0.0727019447397668,-0.163356497488759,TRUE,"post_clearing_any",91,69,"Long-term",NA,"Count (sum)","Enabling","Changed behavior",1
"fixed",NA,"int_cat_ena_chnge_2",-0.0624999999999999,0.173054663810793,-0.361157559257307,TRUE,"post_clearing_any",16,16,"Long-term",NA,"Count (sum)","Enabling","Changed behavior",2
NA,NA,"int_cat_neg_chnge_1",0,0,NA,TRUE,"post_clearing_any",2,2,"Long-term",NA,"Count (sum)","Negative","Changed behavior",1
"fixed",NA,"int_avail_bin_CLE_1",0.088428860274437,0.0409552577797019,2.15915770204879,TRUE,"post_clearing_area_log",188,93,"Short-term",NA,"Binary (any)"," CLE","Available",1
"fixed",NA,"int_avail_bin_EE_1",0.0112986769777997,0.0255820287745302,0.441664618446867,TRUE,"post_clearing_area_log",465,169,"Short-term",NA,"Binary (any)"," EE","Available",1
"fixed",NA,"int_avail_bin_FE_1",0.00418661962953223,0.0230487666650852,0.181641807145986,TRUE,"post_clearing_area_log",101,59,"Short-term",NA,"Binary (any)"," FE","Available",1
"fixed",NA,"int_avail_bin_NCLE_1",0.03337128595622,0.0304995628135112,1.09415620677148,TRUE,"post_clearing_area_log",251,125,"Short-term",NA,"Binary (any)"," NCLE","Available",1
"fixed",NA,"int_avail_bin_RFAC_1",0.00895330049487408,0.0300290276809396,0.298154858359168,TRUE,"post_clearing_area_log",85,44,"Short-term",NA,"Binary (any)"," RFAC","Available",1
"fixed",NA,"int_avail_bin_TC_1",0.121565452646234,0.0579044964023049,2.09941300243127,TRUE,"post_clearing_area_log",279,56,"Short-term",NA,"Binary (any)"," TC","Available",1
"fixed",NA,"int_avail_bin_OI_1",0.0119546727360916,0.0175212708296807,0.682294843353524,TRUE,"post_clearing_area_log",208,97,"Short-term",NA,"Binary (any)"," OI","Available",1
"fixed",NA,"int_invol_bin_CLE_1",0.0917466566021666,0.0470849581540823,1.94853431327117,TRUE,"post_clearing_area_log",121,76,"Short-term",NA,"Binary (any)"," CLE","Involved",1
"fixed",NA,"int_invol_bin_EE_1",-0.0270465562512961,0.0359621513302043,-0.752083934104909,TRUE,"post_clearing_area_log",178,114,"Short-term",NA,"Binary (any)"," EE","Involved",1
"fixed",NA,"int_invol_bin_FE_1",-0.00200725559738839,0.0211103991976477,-0.0950837347316513,TRUE,"post_clearing_area_log",54,37,"Short-term",NA,"Binary (any)"," FE","Involved",1
"fixed",NA,"int_invol_bin_NCLE_1",0.0548871936276208,0.0430015830919235,1.27639937139732,TRUE,"post_clearing_area_log",131,79,"Short-term",NA,"Binary (any)"," NCLE","Involved",1
NA,NA,"int_invol_bin_RFAC_1",0,0,NA,TRUE,"post_clearing_area_log",11,9,"Short-term",NA,"Binary (any)"," RFAC","Involved",1
"fixed",NA,"int_invol_bin_TC_1",0.0131673889631886,0.069187152812599,0.190315519975997,TRUE,"post_clearing_area_log",109,62,"Short-term",NA,"Binary (any)"," TC","Involved",1
"fixed",NA,"int_invol_bin_OI_1",0.0168011616831558,0.0225937098330498,0.743621202861484,TRUE,"post_clearing_area_log",148,82,"Short-term",NA,"Binary (any)"," OI","Involved",1
"fixed",NA,"int_chnge_bin_NCLE_1",0.0800041249618872,0.0517125669899237,1.54709250804502,TRUE,"post_clearing_area_log",56,46,"Short-term",NA,"Binary (any)"," NCLE","Changed behavior",1
NA,NA,"int_chnge_bin_RFAC_1",0,0,NA,TRUE,"post_clearing_area_log",2,2,"Short-term",NA,"Binary (any)"," RFAC","Changed behavior",1
"fixed",NA,"int_chnge_bin_TC_1",-0.270805020110221,0.174363146500097,-1.55310927535981,TRUE,"post_clearing_area_log",12,10,"Short-term",NA,"Binary (any)"," TC","Changed behavior",1
"fixed",NA,"int_avail_sum_CLE_1",0.0884350601412707,0.0411139178466809,2.15097623318352,TRUE,"post_clearing_area_log",188,92,"Short-term",NA,"Count (sum)"," CLE","Available",1
"fixed",NA,"int_avail_sum_CLE_2",0.0050459834524234,0.0765683602500155,0.0659016783949265,FALSE,"post_clearing_area_log",24,475,"Short-term",NA,"Count (sum)"," CLE","Available",2
"fixed",NA,"int_avail_sum_EE_1",0.01110178892293,0.0258545982683285,0.429393209196737,TRUE,"post_clearing_area_log",465,165,"Short-term",NA,"Count (sum)"," EE","Available",1
"fixed",NA,"int_avail_sum_EE_2",0.353565396798912,0.0892128480027506,3.96316679395788,FALSE,"post_clearing_area_log",15,475,"Short-term",NA,"Count (sum)"," EE","Available",2
"fixed",NA,"int_avail_sum_FE_1",0.00418661962953223,0.0230487666650852,0.181641807145986,TRUE,"post_clearing_area_log",101,59,"Short-term",NA,"Count (sum)"," FE","Available",1
"fixed",NA,"int_avail_sum_NCLE_2",0.0795660787863946,0.0480319693124739,1.65652335153644,TRUE,"post_clearing_area_log",136,79,"Short-term",NA,"Count (sum)"," NCLE","Available",2
"fixed",NA,"int_avail_sum_NCLE_3",0.0222889799552597,0.0455586742201045,0.489236799288242,TRUE,"post_clearing_area_log",46,33,"Short-term",NA,"Count (sum)"," NCLE","Available",3
"fixed",NA,"int_avail_sum_NCLE_4",0.312533371277344,0.146149782828335,2.13844567695622,TRUE,"post_clearing_area_log",32,21,"Short-term",NA,"Count (sum)"," NCLE","Available",4
"fixed",NA,"int_avail_sum_NCLE_5",0.061980668391537,0.0464304691982027,1.33491367763167,TRUE,"post_clearing_area_log",69,40,"Short-term",NA,"Count (sum)"," NCLE","Available",5
"fixed",NA,"int_avail_sum_RFAC_1",0.0090893081213931,0.0301934980081279,0.301035279812439,TRUE,"post_clearing_area_log",84,44,"Short-term",NA,"Count (sum)"," RFAC","Available",1
"fixed",NA,"int_avail_sum_TC_1",0.121565452646234,0.0579044964023049,2.09941300243127,TRUE,"post_clearing_area_log",279,56,"Short-term",NA,"Count (sum)"," TC","Available",1
"fixed",NA,"int_avail_sum_OI_2",0.0285812865414605,0.0389535913778512,0.733726609806551,TRUE,"post_clearing_area_log",87,47,"Short-term",NA,"Count (sum)"," OI","Available",2
"fixed",NA,"int_invol_sum_CLE_1",0.0917466566021666,0.0470849581540822,1.94853431327117,TRUE,"post_clearing_area_log",121,76,"Short-term",NA,"Count (sum)"," CLE","Involved",1
"fixed",NA,"int_invol_sum_CLE_2",-0.0329702495933053,0.106541439171357,-0.30945939767415,FALSE,"post_clearing_area_log",7,475,"Short-term",NA,"Count (sum)"," CLE","Involved",2
"fixed",NA,"int_invol_sum_EE_1",-0.0280172425760292,0.0361086201896386,-0.775915624271591,TRUE,"post_clearing_area_log",178,113,"Short-term",NA,"Count (sum)"," EE","Involved",1
"fixed",NA,"int_invol_sum_EE_2",0.267773542693252,0.12337365038191,2.17042733083072,FALSE,"post_clearing_area_log",5,475,"Short-term",NA,"Count (sum)"," EE","Involved",2
"fixed",NA,"int_invol_sum_FE_1",-0.00200725559738839,0.0211103991976477,-0.0950837347316513,TRUE,"post_clearing_area_log",54,37,"Short-term",NA,"Count (sum)"," FE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_1",0.0722896185263275,0.0475459352042441,1.52041637662171,TRUE,"post_clearing_area_log",75,54,"Short-term",NA,"Count (sum)"," NCLE","Involved",1
"fixed",NA,"int_invol_sum_NCLE_2",0.111147722844996,0.0651552793385144,1.70588974482832,TRUE,"post_clearing_area_log",60,42,"Short-term",NA,"Count (sum)"," NCLE","Involved",2
"fixed",NA,"int_invol_sum_NCLE_3",0.0770163533955495,0.0818298754827713,0.941176470588235,TRUE,"post_clearing_area_log",18,16,"Short-term",NA,"Count (sum)"," NCLE","Involved",3
