DGP_Form,Inference_Form,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
102,exponential,tau[120],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[121],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[122],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[123],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[124],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[125],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[126],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[127],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[128],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[129],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[130],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[131],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[132],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[133],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[134],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[135],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[136],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[137],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[138],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[139],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[140],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[141],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[142],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[143],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[144],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[145],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[146],-0.0163,0.0453,-0.1054,0.0643,0.0005,0.0005,8646.0376,6190.0462,1.0005
102,exponential,tau[147],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[148],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[149],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[150],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[151],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[152],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[153],-0.0148,0.041,-0.0927,0.0604,0.0004,0.0005,8907.6265,6181.6327,1.0005
102,exponential,tau[154],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[155],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[156],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[157],-0.0148,0.041,-0.0927,0.0604,0.0004,0.0005,8907.6265,6181.6327,1.0005
102,exponential,tau[158],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[159],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[160],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[161],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[162],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[163],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[164],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[165],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[166],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[167],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[168],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[169],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[170],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[171],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[172],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[173],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[174],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[175],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[176],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[177],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[178],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[179],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[180],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[181],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[182],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[183],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[184],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[185],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[186],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[187],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[188],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[189],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[190],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[191],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[192],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[193],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[194],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[195],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[196],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[197],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[198],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[199],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[200],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[201],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[202],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[203],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[204],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[205],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[206],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[207],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[208],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[209],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[210],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[211],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[212],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[213],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[214],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[215],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[216],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[217],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[218],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[219],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[220],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[221],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[222],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[223],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[224],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[225],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[226],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[227],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[228],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[229],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[230],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[231],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[232],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[233],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[234],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[235],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[236],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[237],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[238],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[239],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[240],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[241],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[242],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[243],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[244],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[245],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[246],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[247],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[248],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[249],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[250],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[251],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[252],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[253],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[254],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[255],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[256],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[257],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[258],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[259],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[260],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[261],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[262],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[263],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[264],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[265],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[266],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[267],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[268],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[269],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[270],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[271],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[272],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[273],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[274],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[275],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[276],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[277],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[278],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[279],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[280],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[281],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[282],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[283],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[284],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[285],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[286],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[287],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[288],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[289],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[290],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[291],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[292],-0.0148,0.041,-0.0927,0.0604,0.0004,0.0005,8907.6265,6181.6327,1.0005
102,exponential,tau[293],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[294],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[295],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[296],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[297],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[298],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[299],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[300],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[301],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[302],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[303],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[304],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[305],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[306],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[307],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[308],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[309],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[310],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[311],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[312],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[313],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[314],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[315],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[316],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[317],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[318],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[319],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[320],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[321],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[322],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[323],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[324],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[325],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[326],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[327],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[328],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[329],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[330],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[331],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[332],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[333],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[334],-0.0131,0.0362,-0.082,0.0533,0.0004,0.0004,9182.0474,6494.3043,1.0005
102,exponential,tau[335],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[336],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[337],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[338],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[339],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[340],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[341],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[342],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[343],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[344],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[345],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[346],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[347],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
102,exponential,tau[348],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[349],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[350],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[351],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[352],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[353],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[354],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[355],-0.0089,0.0246,-0.0551,0.037,0.0002,0.0003,9775.6073,6687.663,1.0003
102,exponential,tau[356],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[357],-0.0111,0.0308,-0.0678,0.0473,0.0003,0.0003,9480.2826,6634.6808,1.0004
102,exponential,tau[358],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[359],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[360],0.0,0.0,-0.0,-0.0,0.0,,8000.0,8000.0,
102,exponential,tau[361],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[362],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[363],-0.0064,0.0176,-0.0382,0.0275,0.0002,0.0002,10038.1788,6381.087,1.0003
102,exponential,tau[364],-0.0034,0.0095,-0.0214,0.0139,0.0001,0.0001,10261.7395,6326.9592,1.0003
